author1_last_name,author1_first_name,author2_last_name,author2_first_name,editor1_last_name,editor1_first_name,title,original_date_of_publication,second_or_later_date_of_publication,volume,publisher,publisher_location,number_of_pages,dictation,name_of_transcriber,translation,name_of_translator,summary,occupations,date_of_birth,date_of_death,place_of_birth,other_places_lived
Jenner,Chrystie,N/A,N/A,Wood,Patricia,I am Chrystie.,1977,N/A,N/A,Les Femmes Publishing,"Millbrae, California",187 p.,N/A,N/A,N/A,N/A,An autobiography by Chrystie Jenner detailing her identity and desire for independence.,Stewardess,1950,N/A,N/A,N/A
Jessel,George,N/A,N/A,N/A,N/A,"This way, miss.",1955,N/A,N/A,Henry Holt,New York,229 p.,N/A,N/A,N/A,N/A,"An entertainer discusses the entertainment profession in Hollywood, various personalities he has known, and his Jewish faith.",Entertainer,1898,N/A,N/A,N/A
Jewell,Bradbury,N/A,N/A,Harkness,Marjory Gane,"The fishbasket papers: the diaries, 1768-1823, of Bradbury Jewell, Esquire.",1963,N/A,N/A,Richard R. Smith,"Peterborough, New Hampshire",236 p.,N/A,N/A,N/A,N/A,"The diaries record the life of an ordinary man prominent in his day, with historical context supplied by the editor.",Esquire,1752,1828,N/A,N/A
Jewett,Albert C.,N/A,N/A,Bell,Marjorie Jewett,An American engineer in Afghanistan: from the letters and notes of A.C. Jewett.,1948,N/A,N/A,The University of Minnesota Press,Minneapolis,335 p.,N/A,N/A,N/A,N/A,Jewett notes experiences during eight years in Afghanistan while supervising a hydro-electric plant installation.,Engineer,N/A,N/A,N/A,N/A
Jewett,Sarah Orne,N/A,N/A,Cary,Richard,Letters.,1911,1967,N/A,Colby College Press,"Waterville, Maine",186 p.,N/A,N/A,N/A,N/A,"Contains 142 letters, documenting Jewett's development as a writer.",Author,1849,1909,N/A,N/A
Jewett,Sarah Orne,N/A,N/A,Weber,Carl J.,Letters of Sarah Orne Jewett now in the Colby College Library.,1947,N/A,N/A,Colby College Press,"Waterville, Maine",75 p.,N/A,N/A,N/A,N/A,A small collection of letters showing Jewett's development as a writer.,Author,1849,1909,N/A,N/A
Jewitt,John Rodgers,N/A,N/A,Alsop,Richard,"Narrative of the adventures of John R. Jewitt: only survivor of the crew of the ship Boston, during a captivity of nearly three years among the savages of Nootka Sound.",1925,N/A,N/A,"Garland Publishing, Inc.",New York,203 p.,N/A,N/A,N/A,N/A,Jewitt recounts his captivity and experiences with an Eskimo tribe.,Armorer,1783,1821,N/A,N/A
Johnson,Alvin Saunders,N/A,N/A,N/A,N/A,Pioneer's progress: an autobiography.,1952,N/A,N/A,The Viking Press,New York,404 p.,N/A,N/A,N/A,N/A,"An economist and educator recalls his childhood, youth, and college career in Nebraska during the late-nineteenth century.","Economist, Educator",1874,1971,N/A,N/A
Johnson,Andrew,N/A,N/A,Graf,Leroy P.,The papers of Andrew Johnson.,1967,N/A,v.,The University of Tennessee Press,Knoxville,N/A,N/A,N/A,N/A,N/A,"This volume presents the writings of Andrew Johnson, reflecting on his presidency and political career.",President of the United States,1808,1875,N/A,N/A
Johnson,Axel P.,N/A,N/A,N/A,N/A,Smuggled into paradise: saga of an immigrant youth.,1958,N/A,N/A,Dorrance & Co.,Philadelphia,156 p.,N/A,N/A,N/A,N/A,Johnson recounts his journey from Sweden to America and his experiences as an immigrant.,N/A,1886,N/A,N/A,N/A
Johnson,Benjamin C.,N/A,N/A,Brown,Alan S.,A soldier's life: the Civil War experiences of Ben C. Johnson.,1962,N/A,N/A,School of Graduate Studies/Western Michigan University Press,Kalamazoo,121 p.,N/A,N/A,N/A,N/A,"Johnson details his experiences in the Civil War as part of the Sixth Regiment, Michigan Infantry.",Soldier,1840,1889,N/A,N/A
Johnson,Claudia Alta (Taylor),N/A,N/A,N/A,N/A,White House diary.,1970,N/A,N/A,"Holt, Rinehart and Winston",New York,806 p.,N/A,N/A,N/A,N/A,The diary presents an honest picture of Lady Bird Johnson's experiences during her husband's presidency.,N/A,1912,N/A,N/A,N/A
Johnson,Edith Eugenie,N/A,N/A,Johnson,Alvin,Leaves from a doctor's diary.,1954,N/A,N/A,Pacific Books,"Palo Alto, California",279 p.,N/A,N/A,N/A,N/A,The book publishes excerpts from Dr. Johnson's diary concerning her practice of obstetrics and gynecology.,Doctor,1872,N/A,N/A,N/A
Johnson,Frank Thomas,N/A,N/A,N/A,N/A,Autobiography of a centenarian.,1961,N/A,N/A,Big Mountain Press,Denver,296 p.,N/A,N/A,N/A,N/A,"Johnson recounts his life, family, education, and long career in law.",District Judge,1860,N/A,N/A,N/A
Johnson,Frederick,N/A,N/A,N/A,N/A,The Tumbleweeds: somersaulting up and out of the city streets.,1977,N/A,N/A,Harper and Row,New York,246 p.,N/A,N/A,N/A,N/A,Johnson rehabilitates five youths in a Puerto Rican neighborhood and shares insights on social mobility.,Social Worker,1932,N/A,N/A,N/A
Johnson,Hallett,N/A,N/A,N/A,N/A,Diplomatic memoirs: serious and frivolous.,1963,N/A,N/A,Vantage,New York,207 p.,N/A,N/A,N/A,N/A,Recollections of 35 years in the U.S. Diplomatic Service.,Diplomat,1888,1968,N/A,N/A
Johnson,Jack,N/A,N/A,Schaap,Dick,Jack Johnson is a dandy: an autobiography.,1969,N/A,N/A,Chelsea House Publishers,New York,262 p.,N/A,N/A,N/A,N/A,Johnson examines his boxing career and provides a detailed account of significant events in his life.,Boxer,1878,1945,N/A,N/A
Johnson,James Welden,N/A,N/A,N/A,N/A,Along this way: the autobiography of James Weldon Johnson.,1933,1973,N/A,Da Capo Press,New York,418 p.,N/A,N/A,N/A,N/A,"Johnson, a man of varied talents, shares his experiences across many fields, advocating for minority rights.","Teacher, Editor, Journalist, Lawyer, Songwriter, Principal, Author, Poet, U.S. Consul",1871,1938,N/A,N/A
Johnson,Joseph Mitchell,N/A,N/A,N/A,N/A,The story of a county pastor.,1967,N/A,N/A,Vantage Press,New York,260 p.,N/A,N/A,N/A,N/A,"The story chronicles Father Johnson's 31 years as a pastor in Hollywood, Maryland.",Pastor,N/A,N/A,N/A,N/A
Johnson,Josephine Winslow,N/A,N/A,N/A,N/A,Seven houses; a memoir of time and places.,1973,N/A,N/A,Simon & Schuster,New York,157 p.,N/A,N/A,N/A,N/A,"Stories from her life are organized around the seven houses her family lived in, evoking vivid memories.",N/A,1910,N/A,N/A,N/A
Johnson,Lyndon Baines,N/A,N/A,N/A,N/A,Vantage point; perspectives of the presidency 1963-1969.,1971,N/A,N/A,"Holt, Rinehart & Winston",New York,636 p.,N/A,N/A,N/A,N/A,Johnson reflects on significant problems and accomplishments during his presidency.,President of the United States,1908,1973,N/A,N/A
Johnson,Sam Houston,N/A,N/A,Lopez,Enrique Hank,My brother Lyndon.,1969,N/A,N/A,"Cowles Book Co., Inc.",New York,278 p.,N/A,N/A,N/A,N/A,Johnson discusses his brother Lyndon's political career with a critical perspective.,N/A,1913,N/A,N/A,N/A
Johnson,Samuel,N/A,N/A,Schneider,Herbert,"Samuel Johnson, president of King's College, his career and writing.",1929,1972,4v.,AMS Press,New York,N/A,N/A,N/A,N/A,N/A,"Volume I contains documents related to Samuel Johnson's career, including his autobiography and significant letters.",President of King's College,1696,1772,N/A,N/A
Johnson,Samuel Wallace,N/A,N/A,N/A,N/A,Autobiography.,1960,N/A,:N/A,Big Mountain Press,Denver,232 p.,N/A,N/A,N/A,N/A,Johnson emphasizes his impoverished childhood and career in law in his autobiography.,"Lawyer, Politician",b.1872,N/A,N/A,N/A
Johnson,Sherman Ellsworth,N/A,N/A,Rasmussen,Wayne D.,From the St. Croix to the Potomac: reflections of a bureaucrat.,1974,N/A,N/A,"Big Sky Books, Montana State University",Bozeman,289 p.,N/A,N/A,N/A,N/A,Hutchinson reflects on his career in the U.S. Department of Agriculture.,Bureaucrat,1896,N/A,N/A,N/A
Johnson,Tom Loftin,N/A,N/A,Hauser,Elizabeth J.,My story.,1911,1970,N/A,University of Washington Press,Seattle,326 p.,N/A,N/A,N/A,N/A,"Elected mayor of Cleveland in 1901, Johnson brought his resourcefulness and his training in big business to bear on city government. He applied the merit system to city departments, instituted a model building code, built public bathhouses, laid out parks, and increased the city's assets.",Mayor,1854,1911,N/A,Cleveland
Johnson,Wallace Edwards,Roark,Eldon,N/A,N/A,Work is my play.,1973,N/A,N/A,"Hawthorn Books, Inc.",New York,198 p.,N/A,N/A,N/A,N/A,"He was born a Mississippi sharecropper. In 1953 he and Kemmons Wilson started the first national motel chain, Holiday Inn. In 1968 he received the Horatio Alger Award. His book is a version of that great American myth.",Entrepreneur,1901,N/A,Mississippi,N/A
Johnson,William,N/A,N/A,Hogan,William Ransom,William Johnson's Natchez: the ante-bellum diary of a free Negro.,1951,1968,2v,Kennikat Press,"Port Washington, New York",N/A,N/A,N/A,N/A,N/A,"Johnson's diary spans 1835-51, when he was murdered in a dispute over land ownership. This narrative provides an extensive account of his barbering business and farming in Natchez and dispels the myth of the totally polarized Mississippi society of rich planters and poor slaves.","Barber, Farmer",1809,1851,N/A,Natchez
Johnston,William Graham,N/A,N/A,N/A,N/A,Overland to California: by a member of the wagon train first to enter California in the memorable year of 1849.,1892,1948,N/A,Biobooks,"Oakland, California",272 p.,N/A,N/A,N/A,N/A,"His party originated in Pittsburgh, traveled by steamer to Independence, Missouri, and after six weeks preparing for the journey, started on the Overland Trail. Based on his diary, the narrative was written over forty years later.",Pioneer,1828,1913,N/A,Pittsburgh
Johnstone,Margaret (Blair),N/A,N/A,N/A,N/A,When God says 'no': faith's starting point.,1953,N/A,N/A,Simon and Schuster,New York,311 p.,N/A,N/A,N/A,N/A,A woman Congregational minister in Illinois discusses her spiritual struggles as well as her struggle against sexual prejudice in her profession.,Minister,1913,N/A,N/A,Illinois
Jones,Charles,Simmons Jones,Eugene,Kramer,Dale,Double trouble: the autobiography of the Jones Twins.,1952,N/A,N/A,"Little, Brown and Co.",Boston,317 p.,N/A,N/A,N/A,N/A,"A first person plural narrative by twin photographers, their training in the Marines, and their experience in the Korean War.",Photographer,1925,N/A,N/A,N/A
Jones,Cleon Joseph,Hershey,Ed,N/A,N/A,Cleon.,1970,N/A,N/A,"Coward-McCann, Inc.",New York,191 p.,N/A,N/A,N/A,N/A,"After a brief description of his boyhood in a small Alabama town, Jones writes of his career in baseball, focusing on the 1969 World Series win by the New York Mets.",Baseball Player,1942,N/A,Alabama,N/A
Jones,E. Stanley,N/A,N/A,Mathews,James K.,A song of ascents: a spiritual autobiography.,1968,N/A,N/A,Abingdon Press,"Nashville, Tennessee",400 p.,N/A,N/A,N/A,N/A,"Jones, a Methodist evangelist, writes an eloquent and detailed spiritual autobiography explaining his views on God. The book has many biblical references but little personal information.",Evangelist,1885,1973,N/A,N/A
Jones,Henry Boswell,N/A,N/A,Turner,Charles W.,Diary of Henry Boswell Jones of Brownsburg (1842-1871).,1979,N/A,N/A,McClure Press,"Verona, Virginia",126 p.,N/A,N/A,N/A,N/A,"Jones recorded many details of thirty years' farm life including sales, plantings, droughts, and children's births.",Farmer,1792,1882,N/A,Brownsburg
Kaltenborn,Hans Von,N/A,N/A,N/A,N/A,Fifty fabulous years: 1900-1950: a personal review.,1950,N/A,N/A,G.P. Putnam's Sons,New York,312 p.,N/A,N/A,N/A,N/A,"Radio news analyst describes world travel, interviews with national leaders, and opinions on current affairs in recorded interviews with his son, which Kaltenborn edited and revised.",Radio news analyst,1878,1965,N/A,N/A
Kaminska,Ida,N/A,N/A,Leviant,Curt,"My life, my theatre.",1973,N/A,N/A,"Macmillan Publishing Co., Inc.",New York,310 p.,N/A,N/A,YES,Curt Leviant,"Her mother was known as the Mother of Yiddish Theater; she herself soon followed in the theatrical footsteps traveling and acting throughout Europe. She and her husband directed the nationalized Yiddish State Theater in Poland after World War II and she continued acting on the stage and in films, emigrating from Poland when anti-Zionist hatred became unbearable after the Six-Day War.","Actress, Director",1899,1980,N/A,"Europe, Poland"
Kanin,Garson,N/A,N/A,N/A,N/A,"Hollywood: stars and starlets, tycoons and fleshpeddlers, movie makers and moneymakers, frauds and geniuses, hopefuls and has-beens, great lovers and sex symbols.",1974,N/A,N/A,The Viking Press,New York,393 p.,N/A,N/A,N/A,N/A,"In 1937 he was hired by Samuel Goldwyn to learn the movie business. His book recalls almost forty years among the personalities of film and theater. In addition to many of the famous, there are stories of figures lesser known or past their prime, such as Mrs. Patrick Campbell.","Screenwriter, Director",1912,N/A,N/A,N/A
Kantor,MacKinlay,N/A,N/A,N/A,N/A,"But look, the morn: the story of a childhood.",1947,N/A,N/A,"Coward-McCann, Inc.",New York,308 p.,N/A,N/A,N/A,N/A,"An excellent recollection of a writer's boyhood in Webster City, Iowa, written without nostalgia but depicting the character and values of middle America in the early twentieth century.",Author,1904,1977,N/A,N/A
Kappu,Myrtle King,N/A,N/A,N/A,N/A,I married a prince: a Cinderella story from Hawaii.,1977,N/A,N/A,Exposition Press,"Hicksville, New York",271 p.,N/A,N/A,N/A,N/A,"After fifteen years of worldwide traveling and hiking with a friend (in Hawaii, Japan, China, and Iraq), she settled in Hawaii to teach school until her retirement in 1962. In 1935 she married a Hawaiian prince, David Kaapuawao Kamehameha, and lived in a grass house for most of their marriage until his death in 1971.","Teacher, Author",1898,N/A,N/A,Hawaii
Karcher,Joseph T.,N/A,N/A,Dillon,Emma E.,Main Street lawyer.,1959,N/A,N/A,Meador Publishing Co.,Boston,189 p.,N/A,N/A,N/A,N/A,"A pleasant reminiscence that focuses on Karcher's life-long relationship with his hometown, Sayreville, New Jersey. There he grew up, studied law, became a practicing lawyer and, for twenty years, magistrate judge. His love for the law, the town, his family, and 'The American Heritage' is pervasive.","Lawyer, Judge",1903,N/A,N/A,"Sayreville, New Jersey"
Kellogg,Clara Louise,N/A,N/A,N/A,N/A,Memoirs of an American prima donna. Illustrated.,1913,1978,N/A,Da Capo Press,New York,382 p.,N/A,N/A,N/A,N/A,"A confident, spirited account of Kellogg's youth and operatic career, 1860-1880. She writes of many wealthy and famous figures she met and describes operatic tours to Europe and Russia singing for the crowned heads of Europe.",prima donna,1842,1916,N/A,N/A
Kellogg,David S.,N/A,N/A,Everest,Allan S.,Doctor at all hours; the private journal of a small-town doctor's varied life 1886-1909.,N/A,1970,N/A,Stephen Greene,"Brattleboro, Vermont",229 p.,N/A,N/A,N/A,N/A,"A turn-of-the-century family G.P. with a large rural practice in upstate New York writes of his patients, family, and his avocational interests, including local history, nature observations, mountain climbing, collecting china and Indian relics, and archaeology.",doctor,1847,1909,N/A,N/A
Kellogg,Miner Kilbourne,N/A,N/A,Friend,Lerena,"M.K. Kellogg's Texas journal, 1872. Illustrated.",N/A,1967,N/A,University of Texas Press,Austin,183 p.,N/A,N/A,N/A,N/A,"A journal kept by a non-Texan who was employed as an artist on the Texas Land and Copper Association Expedition of 1872. Although his sketches have not been found, the journal describes vividly the progress of a mineral expedition, largely unsuccessful, across northern Texas.",artist,1814,1889,N/A,N/A
Kelly,Emmett,Kelley,F. Beverly,N/A,N/A,Clown.,N/A,1954,N/A,"Prentice-Hall, Inc.",New York,271 p.,N/A,N/A,N/A,N/A,"After his boyhood on a Missouri farm, he joined a circus and later became one of the most famous clowns in circus history. Here, his story of Willie the Tramp.",clown,1898,1979,N/A,N/A
Kelly,Luther Sage,N/A,N/A,Quaife,M.M.,"""Yellowstone Kelly"": the memoirs of Luther S. Kelly.",1926,1973,N/A,University of Nebraska Press,Lincoln,268 p.,N/A,N/A,N/A,N/A,The life story of a prominent Indian Scout on the western frontier.,Indian Scout,1849,1928,N/A,N/A
