author1_last_name,author1_first_name,author2_last_name,author2_first_name,editor1_last_name,editor1_first_name,title,original_date_of_publication,second_or_later_date_of_publication,volume,publisher,publisher_location,number_of_pages,dictation,name_of_transcriber,translation,name_of_translator,summary,occupations,date_of_birth,date_of_death,place_of_birth,other_places_lived
Napier,Gen. Sir George Thomas,N/A,N/A,N/A,N/A,Passages in the Early Military Life,1884,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,His service as a youth in Peninsular War; battles and adventures & hero-worship; told chattily for his children.,Military Officer,N/A,N/A,N/A,N/A
Nevinson,Margaret Wynne,N/A,N/A,N/A,N/A,Life's Fitful Fever,1926,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Childhood; teaching and social work in Whitechapel and activity in suffragian; Justice of the Peace; the probation system; her writings.,N/A,N/A,N/A,N/A,N/A
New,Charles,N/A,N/A,N/A,N/A,"Life, Wanderings, and Labours",1874,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Work and travels as a missionary in Zanzibar and Central Africa; Livingstone relief expedition; native life and religion.,Missionary,N/A,N/A,N/A,N/A
Newbolt,Sir Henry John,N/A,N/A,N/A,N/A,My World as in Mr Time; Life and Letters,1932,1942,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Staffs; Clifton and Oxford; career as writer and poet; literary & social life in London; review of writers; politics and WW1.,"Writer, Poet",N/A,N/A,N/A,N/A
Newton,John,N/A,N/A,N/A,N/A,The Life,1764,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Early life and adventures; slave in Africa; work and ministry at Olney and in London in mid-18th Century; spiritual experiences & beliefs.,Clergyman,N/A,N/A,N/A,N/A
OAKLEY,Capt. Richard R.,N/A,N/A,N/A,N/A,Treks and Palavers,1938,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Work as a political officer and magistrate in Northern Nigeria from 1921; personal life.,"political officer, magistrate",N/A,N/A,N/A,N/A
O'BRIEN,Brian,N/A,N/A,N/A,N/A,Beating about the Bush,1938,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Work, travels, adventures and amusements of a trader in the Cameroons.",trader,N/A,N/A,N/A,N/A
O'BRIEN,Capt. Donat Henchley,N/A,N/A,N/A,N/A,The Narrative,1839,1932,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,His shipwreck in 1804; capture and imprisonment in France; escape and adventures; lively story.,Captain,N/A,N/A,N/A,N/A
O'BRIEN,Lt. Pat,N/A,N/A,N/A,N/A,Outwitting the Hun,1918,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Flying with RFC in WW1; capture; life in German prison; thrilling escape.,Lt.,N/A,N/A,N/A,N/A
O'BRIEN,William,N/A,N/A,N/A,N/A,Recollections; Evening Memories,1905,Dublin 1902,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Irish Journalist and M.P.; Fenian; Irish nationalist and political activities to 1910.,"journalist, M.P.",N/A,N/A,N/A,N/A
O'BRIEN OF KILFENORA,"Peter, Baron",N/A,N/A,N/A,N/A,Reminiscences,1916,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Legal career in Ireland; Solicitor-General and L.C.J, politics, Land League, politics, social life, literature, sport, personalities, to 1911.",N/A,N/A,N/A,N/A,N/A
O'CAIIAGHAN,Sir Desmond,N/A,N/A,N/A,N/A,Guns. Gunners and Others,1925,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Military career from 1858; Woolwich, Canada, West Indies, Roumania, South Africa; work in ordnance; social; sport.",military officer,N/A,N/A,N/A,N/A
O'CONNELL,James F.,N/A,N/A,N/A,N/A,A Residence of Eleven Years,1836,N/A,N/A,Boston,N/A,N/A,YES,N/A,N/A,N/A,Boyhood in circus and at sea; experience among convict settlers in New Holland; shipwreck in Carolines; life among natives adventures.,N/A,N/A,N/A,N/A,N/A
O'CONNELL,John,N/A,N/A,N/A,N/A,Recollections and Experiences,1849,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Parliamentary career from 1833; Irish affairs; politics and H. C. debates.,N/A,N/A,N/A,N/A,N/A
O'CONNOR,Batt,N/A,N/A,N/A,N/A,With Michael Collins,1929,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Revolutionary activities 1900-1922; Irish republicans, Sinn Fein and Collins; the troubles; adventures out and in jails.",N/A,N/A,N/A,N/A,N/A
O'CONNOR,Daniel,N/A,N/A,N/A,N/A,Diary and Other Memoirs,1901,N/A,N/A,Ottawa,N/A,N/A,N/A,N/A,N/A,N/A,His early life in Ireland at beginning of 19th Century; emigration to Canada.,N/A,N/A,N/A,N/A,N/A
O'CONNOR,Elizabeth,N/A,N/A,N/A,N/A,I Myself,1910,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Childhood and youth in Ireland; marriage to T.P. O'Connor; his career as a journalist and politician; social and literary life in London.,"journalist, politician",N/A,N/A,N/A,N/A
O'CONNOR,Gerald,N/A,N/A,N/A,N/A,Memoirs,1903,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"An Irishman's war service; defense of Limerick; later service with the French Blenheim, Ramillies, Oudenarde; lively and interesting for his meeting with Swift.",N/A,N/A,N/A,N/A,N/A
O'CONNOR,Thomas Power,N/A,N/A,N/A,N/A,Memoirs,1929,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Work as a journalist and M.P., 1870-1922; Home Rule and Irish interests and politics; Parnell; literary and social life in London.","journalist, M.P.",N/A,N/A,N/A,N/A
O'CONNOR,Vincent Clarence Scott,N/A,N/A,N/A,N/A,The Silken East,1904,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Life and work as Comptroller of Assam; politics, history, economics, local customs, his own personal affairs.",Comptroller,N/A,N/A,N/A,N/A
O'CONNOR,Lt.Col. Sir William F. T.,N/A,N/A,N/A,N/A,On the Frontier and Beyond; Things Mortal,1931,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Education; army career; in service of the government of India, 1895-1925; Kashmir, Tibet, Nepal, Persia; frontier life; war and sporting and social life.",Lt. Colonel,N/A,N/A,N/A,N/A
Oscar,Alan,Whall,W. B.,N/A,N/A,School & Sea Days,1901,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Boyhood in Cambridge choirboy at Magdalene; experiences as midshipman and seaman; his first steamer; written for children.,N/A,N/A,N/A,N/A,N/A
O'Shaughnessy,Capt. Terence,N/A,N/A,N/A,N/A,"Capt, O'Shaughnessy's Sporting Career",1873,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Munster Castle; family life and sport; army service in Peninsular War and in India; work on staff of Viceroy and of Governor of Victoria; society, sport, marriage; anecdotes.",N/A,N/A,N/A,N/A,N/A
O'Shea,John Augustus,N/A,N/A,N/A,N/A,Leaves from the Life; Roundabout Recollections,1885; 1892,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Life and work of Irish Journalist and special correspondent; siege of Paris; travels in Spain and Italy; Irish life, theatre, circus and amusing tales of his adventures.",Journalist,N/A,N/A,N/A,N/A
O'Shea,Laurence,N/A,N/A,N/A,N/A,Three Campaigns,1918,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Simple story of military service; frontier wars in India; two Boer wars.,N/A,N/A,N/A,N/A,N/A
O'Sullivan,Maurice,N/A,N/A,N/A,N/A,Twenty Years A-Rowing,1933,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,N/A,Peasant and fishing life on the Blasket Islands; primitive life and ideas; folk-lore and fantasy; translated from Irish; a work of much charm and poetry.,N/A,N/A,N/A,N/A,N/A
O'Sullivan,Samuel,N/A,N/A,N/A,N/A,College Recollections,1825,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Student days at Trinity College, Dublin; his friends and their experiences.",N/A,N/A,N/A,N/A,N/A
Oswald,Eugene,N/A,N/A,N/A,N/A,Reminiscences,1911,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"German exile-scholar in England; his teaching and Journalism; Working Men's College & Cheltenham Ladies' College; Ellis, Furnival; Carlyle, Goethe, and Ethical societies.",N/A,N/A,N/A,N/A,N/A
Oswald,Henry Robert,N/A,N/A,N/A,N/A,Memoirs,1936,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Medical and legal studies; thirty-five years as coroner in South London; famous crimes and sudden deaths.,N/A,N/A,N/A,N/A,N/A
Oswald,Gen. O. C. Williamson,N/A,N/A,N/A,N/A,"""61""",1929,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Career as an officer in artillery; WW1 service in France, Salonika and Palestine.",N/A,N/A,N/A,N/A,N/A
Othen,Nathaniel,N/A,N/A,N/A,N/A,A Short Account of the Life,1775,N/A,N/A,Bristol,N/A,N/A,N/A,N/A,N/A,N/A,"Short life of a sailor, soldier and sinner; converted to Methodism, but shot as deserter.",N/A,N/A,N/A,N/A,N/A
Oudenyk,Sir William J.,N/A,N/A,N/A,N/A,Ways and Byways in Diplomacy,1939,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Career as a diplomat from 1894, mostly in China; politics, war, Russian revolution; his official work; society.",Diplomat,N/A,N/A,N/A,N/A
Ould,Hermon,N/A,N/A,N/A,N/A,Shuttle,1947,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Playwright's childhood in the 90's; pacifist; conscientious objector in two wars; a picture of European political scene & his work as international secretary of P.E.N.,Playwright,N/A,N/A,N/A,N/A
Ouseley,Sir William,N/A,N/A,N/A,N/A,Travels,1819-1823,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"His travels in India and Persia 1810-12; historical, antiquarian, linguistic interests and studies.",N/A,N/A,N/A,N/A,N/A
Outram,Sir James,N/A,N/A,N/A,N/A,"Journal, 1838-9; Rough Notes of the Campaign",1840,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Military activities; campaign in Sind and Afghanistan; staff details.,N/A,N/A,N/A,N/A,N/A
Ouvry,Mrs. M. H.,N/A,N/A,N/A,N/A,Diary,1854-1858,1892,A Lady's Diary,Islington,N/A,N/A,N/A,N/A,N/A,N/A,Life with her soldier-husband in India; station social life and travel; Mutiny good details.,N/A,N/A,N/A,N/A,N/A
Owain,Dan,N/A,N/A,N/A,N/A,Pot of Smoke,1940,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"An old Welshman's rovings and adventures in Boer War; Nigeria, Egypt & Canada; work as miner and farmer.",N/A,N/A,N/A,N/A,N/A
Owen,Arthur,N/A,N/A,N/A,N/A,Recollections,1916,N/A,N/A,Lucknow,N/A,N/A,N/A,N/A,N/A,N/A,Sixty years in army and police in India; Lucknow police and crime; & siege of Lucknow; anecdotes. Copy in India Office Library.,N/A,N/A,N/A,N/A,N/A
Owen,Lady Edmee,N/A,N/A,N/A,N/A,Flaming Sex,1934,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Widow of a Ceylon tea-planter; society life in France; imprisonment for crime passionelle.,N/A,N/A,N/A,N/A,N/A
Owen,Maj. Edward Roderic,N/A,N/A,N/A,N/A,"Journal, 1392-1894",N/A,N/A,N.A,N/A,N/A,N/A,N/A,"Mae Bovill, Roddy Owen",N/A,N/A,amy service in West Africa and in Jebu campaign and Uganda & Unyoro War.,N/A,N/A,N/A,N/A,N/A
Owen,Sir Hugh,N/A,N/A,N/A,N/A,Brief autobiography,N/A,1881,N/A,North Wales Chron.,N/A,N/A,N/A,N/A,N/A,N/A,His work in poor law and local government in Wales in mid-19th Century.,N/A,N/A,N/A,N/A,N/A
Owen,Robert,N/A,N/A,N/A,N/A,The Life,L. J. 857-58,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Early work as a draper; work as manufacturer and factory owner; development of his religious, social, educational ideas; the cooperative movement and his philanthropic work.","Manufacturer, Factory owner",N/A,N/A,N/A,N/A
Owen,Robert Dale,N/A,N/A,N/A,N/A,Threading My Way,1874,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"His family and his father; the New Lanark social experiment and his work as manager there after schooling in Switzerland; marriage; experiences of community life at the New Harmony settlement; Lafayette, Mary Shelley, Frances Wright; excellent.",N/A,N/A,N/A,N/A,N/A
Owen,Rosamund Dale,Oliphant,N/A,N/A,N/A,Perilous Life in Palestine,1928,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Her life and experiences as owner of Armageddon; religion; mysticism.,N/A,N/A,N/A,N/A,N/A
Owen,Thomas,N/A,N/A,N/A,N/A,Personal Reminiscences,"Oswestry, 1901",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Work as stationer; life in Oswestry and Shropshire in the mid-19th Century.,Stationer,N/A,N/A,N/A,N/A
Owenson,Sydney,Lady Morgan,N/A,N/A,N/A,Passages in My Autobiography,1859,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Her childhood in Ireland; social life in Dublin and London; work as an author; literary society in England & France; Byron, etc.; good and useful.",Author,N/A,N/A,N/A,N/A
Oxenden,Ashton,N/A,N/A,N/A,N/A,History of My Life,1891,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Kent boyhood; Harrow and Oxford; ministry at Barham and Pluckley; work as Bishop of Montreal.,Bishop,N/A,N/A,N/A,N/A
Oxford and Asquith,"Herbert Henry Asquith, Earl of",N/A,N/A,N/A,N/A,Fifty Years of Parliament: Memories & Reflections,1926,1928,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Education and political career from 1852; Liberal politics, cabinets and statesmen; Gladstone; Parliament, reform, public events; intellectual & religious and literary interests; semi-historical.",Politician,N/A,N/A,N/A,N/A
Oxford and Asquith,"Margot Asquith, Countess of",N/A,N/A,N/A,N/A,Autobiography; Places and Persons; More Memories; More or Less about Myself; Off the Record,1920-22; 1925; 1933; 1934; 1935,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Gossip and anecdotes of society and politics and celebrities in public life; travel literature and theatre; travels; Scottish upbringing.,N/A,N/A,N/A,N/A,N/A
Oxford and Asquith,"Margot Asquith, Countess of",ed.,N/A,N/A,N/A,Myself When Young,1938,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Autobiographies of childhood and youth by prominent women; herself Margot Asquith, Marjorie Bowen, Elizabeth Chesser, any Johnson, Caroline Haslett, Marchioness of Londonderry, Ethel Levey, Countess of Minto, Edith Picton-Turbeville, Sylvia Pankhurst, Maude Royden, Irene Tanbrugh, Ellen Wilkinson.",N/A,N/A,N/A,N/A,N/A
Oxford Scholar,N/A,N/A,N/A,N/A,N/A,Memories of an Oxford Scholar,1756,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Love affairs of a student; affaire with the beautiful Miss L.; fiction?,N/A,N/A,N/A,N/A,N/A
Oxley,Joseph,N/A,N/A,N/A,N/A,Joseph's Offering to His Children,1837,N/A,N/A,Norwich,N/A,N/A,N/A,N/A,N/A,N/A,"Norwich man's religious life in first half of 18th Century; travels in the Quaker ministry, England, Ireland, America.",N/A,N/A,N/A,N/A,N/A
Oyler,T. H.,N/A,N/A,N/A,N/A,Fifty Years of Lawn Tennis,1925,N/A,N/A,Maidstone,N/A,N/A,N/A,N/A,N/A,N/A,Beginnings of the game; life as player and referee; Queens Club.,N/A,N/A,N/A,N/A,N/A
P.,M.,N/A,N/A,N/A,N/A,Recollections of Travel,"Bournemouth, 1872",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Travels in England and continent in first half of the century; tourist notes.,N/A,N/A,N/A,N/A,N/A
Packer,Joy,N/A,N/A,N/A,N/A,Pack and Follow; Grey Mistress,1945; 1949,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Girlhood in South Africa; life as admiral's wife in England, Germany, Shanghai, the Balkans; partings and reunions; WW2.",N/A,N/A,N/A,N/A,N/A
Pacy,Joseph,N/A,N/A,N/A,N/A,The Reminiscences of Gauger,"Newark, 1873",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"His childhood in lines; schoolmaster; whiskey gauger in Lancashire, Scotland & London; his adventures with smugglers.","Schoolmaster, Gauger",N/A,N/A,N/A,N/A
Padre,N/A,N/A,N/A,N/A,N/A,Fifty Thousand Miles on a Hospital Ship,1917,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Anglican chaplain's service in WW1.,Chaplain,N/A,N/A,N/A,N/A
Page,Edward,N/A,N/A,N/A,N/A,Escaping from Germany,1919,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Marine infantryman's life in German prisons in WW1; three attempts to escape.,Marine infantryman,N/A,N/A,N/A,N/A
Page,I. E.,N/A,N/A,N/A,N/A,Long Pilgrimage,1914,N/A,N/A,Methodist Book Room,N/A,N/A,N/A,N/A,N/A,N/A,"A Nottingham man's life as a Methodist minister, mostly in Midlands; friends celebrities and books.",Methodist minister,N/A,N/A,N/A,N/A
Paget,"Clarence Edward, Lord",N/A,N/A,N/A,N/A,Autobiography and Journals,1896,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Career in the navy, 1823-70; political work, as M.P. for Sandwich and Secretary of the Admiralty; Crimean War.",N/A,N/A,N/A,N/A,N/A
Parslowe,Muriel Jardine,N/A,N/A,N/A,N/A,A Parson's Daughter,1935,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Essex childhood and county society and sport; life after WW1 in Australia, Canada & Herts; her travels and adventures.",N/A,N/A,N/A,N/A,N/A
Parsons,George Samuel,N/A,N/A,N/A,N/A,Nelsonian Reminiscences,1843,1905,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Midshipman and lieutenant 1795-1801; service under Nelson; Cape St. Vincent, West Indies and Copenhagen; good narrative and dialogue.",N/A,N/A,N/A,N/A,N/A
Parsons,William,N/A,N/A,N/A,N/A,Memories of the Life,1751,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Baronet's son's crime and exploits; thieving, seduction, forgery and gambling; debts, imprisonment, deportation, hanging.",N/A,N/A,N/A,N/A,N/A
Partridge,E.H.,N/A,N/A,N/A,N/A,Journey Home,1946,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Country life; farming, sport and life of nature; natural beauty and release from industrialism.",N/A,N/A,N/A,N/A,N/A
Partridge,Eric,N/A,N/A,N/A,N/A,Three Personal Records of the War,1929,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Writer's WW1 service in France as private with the Australian forces.,N/A,N/A,N/A,N/A,N/A
Pasco,Can. Crawford,N/A,N/A,N/A,N/A,Roving Commission,1897,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Boyhood at sea and career in navy; Portuguese War of Succession; surveying West Australia and service in Malayan and Chinese waters; work in Tasmanian Water Police.,N/A,N/A,N/A,N/A,N/A
Pask,Charles Thomas,N/A,N/A,N/A,N/A,A Retrospect of Life and Travel,1892,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Military & medical work of an army surgeon; Lower Burma in 50's; social life.,N/A,N/A,N/A,N/A,N/A
A Passionate Pilgrim,N/A,N/A,N/A,N/A,N/A,Up and Down the World,1915,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Woman's early days in Scotland; travels in East; memories of Arnold, Ruskin, etc.",N/A,N/A,N/A,N/A,N/A
Pat,N/A,N/A,N/A,N/A,N/A,Thirty Seasons at Monte Carlo,1924,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Experiences and systems of a moderate gambler.,N/A,N/A,N/A,N/A,N/A
Patieson,Herbert John,N/A,N/A,N/A,N/A,A Surgeon Looks Back,1941,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Glasgow childhood; Cambridge and Barts; his practice as a specialist in Harley Street; hospital work in WW1; visits to USA.,N/A,N/A,N/A,N/A,N/A
Paterson,James,N/A,N/A,N/A,N/A,Autobiographical Reminiscences,1871,N/A,N/A,N/A,Glasgow,N/A,N/A,N/A,N/A,N/A,Life of a Scottish journalist and radical; the years 1819-20 in Kilmarnock; work on Kay's Edinburgh portrait.,N/A,N/A,N/A,N/A,N/A
PENNY,Alfred,N/A,N/A,N/A,N/A,Ten Years in Melanesia,1887,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Missionary experiences in 70's; conversions; native life; tours; whales and traders.,Missionary,N/A,N/A,N/A,N/A
PENNYMAN,John,N/A,N/A,N/A,N/A,A Short Account of the Life,1696,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"A Yorkshireman's life and ministry; Quaker travels, preaching and hardships.",Quaker minister,N/A,N/A,N/A,N/A
PENROSE,Llewellin,N/A,N/A,N/A,N/A,Journal,1815,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,A Welsh sailor's shipwreck and adventures in mid-18th Century; one of the better examples of the kind.,Sailor,N/A,N/A,N/A,N/A
PHtCIVAL,Robert,N/A,N/A,N/A,N/A,Diary,1800,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Army life; Journey to court of Candy; descriptions of Ceylon.,Soldier,N/A,N/A,N/A,N/A
PEEEIRA,Capt. Jocelyn,N/A,N/A,N/A,N/A,Distant Drum,1948,N/A,N/A,N/A,Aldershot,N/A,N/A,N/A,N/A,N/A,Intelligence officer in WW2; campaign from Normandy to Germany; his emotions and thoughts in the advance.,Intelligence Officer,N/A,N/A,N/A,N/A
PERRY,Frederick J.,N/A,N/A,N/A,N/A,My Story,1934,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,His career as a tennis player; Davis Cup and Wimbledon; championships; and famous players.,Tennis Player,N/A,N/A,N/A,N/A
PEHRY,Sir Thomas Erskine,N/A,N/A,N/A,N/A,Journal,1850,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Bombay judge's travel through Northwestern Provinces and Nepal; full detail of courts, public life, sights.",Judge,N/A,N/A,N/A,N/A
ANON,N/A,N/A,N/A,N/A,N/A,Personal Narrative of a Private Soldier,1821,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Twelve years from boyhood in a Highland regiment; service in Peninsular War; simple narrative; good for soldiers' life.,Soldier,N/A,N/A,N/A,N/A
PERSONS,Robert,N/A,N/A,N/A,N/A,His brief autobiography of adventures and sufferings as a Jesuit in England during the reign of Elizabeth.,1905,1907,N/A,Catholic Record Society,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Jesuit,N/A,N/A,N/A,N/A
PETERS,John,N/A,N/A,N/A,N/A,A Brief Narration of the Life,1709,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Cornish Quaker; religious life and ministry; imprisoned at Lancaster.,Quaker Minister,N/A,N/A,N/A,N/A
PERTWEE,Roland,N/A,N/A,N/A,N/A,Master of None,1940,N/A,N/A,N/A,L.,N/A,N/A,N/A,N/A,N/A,"Whimsical account of boyhood, education, WW1 army service, theatrical career as an actor and playwright; his travel and sports.","Actor, Playwright",N/A,N/A,N/A,N/A
PESTER,Maj. John,N/A,N/A,N/A,N/A,Journals,"1802-6, 1812-23",N/A,N/A,"MS, India Office Library",Eur. D. 434-439,N/A,N/A,N/A,N/A,N/A,Military activities and social life and travels in India; service in Lake's campaigns.,Military Officer,N/A,N/A,N/A,N/A
PETERS,E.W.,N/A,N/A,N/A,N/A,Shanghai Policeman,1936,N/A,N.A.,L.,N/A,N/A,N/A,N/A,N/A,N/A,His service in Shanghai Police 1929-36; organization of force; crime; and his own trial for murder.,Police Officer,N/A,N/A,N/A,N/A
PETERSON,Sir Maurice Drummond,N/A,N/A,N/A,N/A,Both Sides of the Curtain,1950,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"His diplomatic career; secretary to Balfour; ambassador in Sofia, Baghdad, Madrid, Moscow; foreign affairs from 1936 and notes on British and European statesmen; Parliament and foreign affairs; outspoken.",Diplomat,N/A,N/A,N/A,N/A
PETHICK-LAWRENCE,Emmeline,N/A,N/A,N/A,N/A,My Part in a Changing World,1938,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Her social work in West London; work in women's rights movement; her husband and the Pankhursts; history of suffrage movement and her part in it; Labour Party politics.,"Social Worker, Suffragist",N/A,N/A,N/A,N/A
PETHICK-LAWRENCE,F. W.,N/A,N/A,N/A,N/A,Fate Has Been Kind,1942,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Eton and Cambridge; Journalism; work in Women's Suffrage; Labour Party politics and development of the party; work as M.P. and Labour Minister; Union of Democratic Control.,"Journalist, Politician",N/A,N/A,N/A,N/A
