author1_last_name,author1_first_name,author2_last_name,author2_first_name,editor1_last_name,editor1_first_name,title,original_date_of_publication,second_or_later_date_of_publication,volume,publisher,publisher_location,number_of_pages,dictation,name_of_transcriber,translation,name_of_translator,summary,occupations,date_of_birth,date_of_death,place_of_birth,other_places_lived
Beckwourth,James P.,N/A,N/A,N/A,N/A,The life and adventures of James P. Beckwourth,1856,N/A,N/A,Harper,N. Y.,537 p,N/A,N/A,N/A,N/A,White hunter who became a Crow chief.,N/A,1798?,1867,N/A,N/A
Beebe,Charles William,N/A,N/A,N/A,N/A,Pheasant jungles,1927,N/A,N/A,Putnam’s sons,N.Y.,248 p,N/A,N/A,N/A,N/A,A naturalist tells of his experiences in various countries in Asia.,N/A,N/A,N/A,N/A,N/A
Beecher,Catharine Esther,N/A,N/A,N/A,N/A,Educational reminiscences and suggestions,1874,N/A,N/A,J. B. Ford & co.,N.Y.,275 p,N/A,N/A,N/A,N/A,"An early advocate of the higher education of women. A sister of Henry Ward Beecher and Harriet Beecher Stowe. Had schools in Hartford, Conn., and Cincinnati.",N/A,1800,1878,N/A,N/A
Beecher,Henry Ward,N/A,N/A,N/A,N/A,Henry Ward Beecher ...by Lyman Abbott,1887,N/A,N/A,Am. pub. co.,"Hartford, Conn.",670 p,N/A,N/A,N/A,N/A,A brief account of his religious development by a Congregational clergyman.,N/A,1813,1887,N/A,N/A
Beers,Clifford Whittingham,N/A,N/A,N/A,N/A,A mind that found itself,1931,N/A,N/A,"Doubleday, Doran","Garden City, N.Y.",399 p,N/A,N/A,N/A,N/A,The story of a mentally ill person.,N/A,1876,N/A,N/A,N/A
Beers,Mrs. Fannie A.,N/A,N/A,N/A,N/A,Memories,1891,N/A,N/A,J. B. Lippincott,Phila.,336 p,N/A,N/A,N/A,N/A,A nurse serving the Southern cause.,N/A,N/A,N/A,N/A,N/A
Beggs,Stephen R.,N/A,N/A,N/A,N/A,Pages from the early history of the West and Northwest,1868,N/A,N/A,Methodist book concern,Cine.,325 p,N/A,N/A,N/A,N/A,A Methodist pioneer clergyman in Missouri and the old Northwest.,N/A,1801,N/A,N/A,N/A
Begley,John,N/A,N/A,N/A,N/A,The western missionary priest,N/A,N/A,N/A,No imprint,N/A,205 p,N/A,N/A,N/A,N/A,Catholic priest in Kansas.,N/A,N/A,N/A,N/A,N/A
Belden,George P.,N/A,N/A,N/A,N/A,"Belden the white chief; or, twelve years among the wild Indians of the plains. From diaries and manuscripts",1872,N/A,N/A,C. F. Vent,Cine.,513 p,N/A,N/A,N/A,N/A,As described by the title.,N/A,N/A,N/A,N/A,N/A
Belding,Mollie,N/A,N/A,N/A,N/A,Mollie Belding’s memory book,n.d.,N/A,N/A,Pr. by Ward Ritchie press,"Long Beach, Cal.",105 p,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Belew,Pascal Perry,N/A,N/A,N/A,N/A,"My old Kentucky home, or experiences from life",1925?,N/A,N/A,Nazarene pub. house,"Kansas City, Mo.",48 p,N/A,N/A,N/A,N/A,Nazarene preacher in Kentucky.,N/A,1894,N/A,N/A,N/A
Bell,Horace,N/A,N/A,N/A,N/A,"Reminiscences of a ranger; or, early times in Missouri",N/A,N/A,N/A,N/A,southern California,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Benchley,Belle J.,N/A,N/A,N/A,N/A,My life in a man-made jungle,1940,N/A,N/A,"Little, Brown",Boston,293 p,N/A,N/A,N/A,N/A,As described by the title.,N/A,N/A,N/A,N/A,N/A
Bell,Horace,N/A,N/A,N/A,N/A,On the old West coast; being further reminiscences of a ranger,1930,N/A,N/A,William Morrow,N.Y.,307 p,N/A,N/A,N/A,N/A,Pioneer sailor who became a lawyer and newspaper editor.,N/A,N/A,N/A,N/A,N/A
Bender,Daniel Henry,N/A,N/A,N/A,N/A,A brief sketch of my life,1943,N/A,N/A,N/A,"Albany, Oregon",44 p,N/A,N/A,N/A,N/A,"Mennonite clergyman in Pa., Kansas and Indiana. He was also an editor of religious journals and president of a college in Indiana.",N/A,1866,1945,N/A,N/A
Bellamy,John Dillard,N/A,N/A,N/A,N/A,Memoirs of an octogenarian,1942,N/A,N/A,Observer pr. house,"Charlotte, N.C.",201 p,N/A,N/A,N/A,N/A,Lawyer and state senator in North Carolina who also served in the U.S. House of Representatives.,N/A,1854,N/A,N/A,N/A
Bellingall,P.W.,N/A,N/A,N/A,N/A,(Private memoirs),N/A,N/A,N/A,No imprint,1922?,162 p,N/A,N/A,N/A,N/A,"Title lacking. After serving in the Union army the author removed to California where he was a stock broker, customs official, and politician.",N/A,1845,N/A,N/A,N/A
Bellinger,Lucius,N/A,N/A,N/A,N/A,Stray leaves from the portfolio of a Methodist local preacher,1870,N/A,N/A,Pr. by J. W. Burke,Macon,311 p,N/A,N/A,N/A,N/A,"In South Carolina, North Carolina and Georgia.",N/A,1806,N/A,N/A,N/A
Belmont,Perry,N/A,N/A,N/A,N/A,An American democrat,1940,N/A,N/A,Columbia univ. press,N.Y.,705 p,N/A,N/A,N/A,N/A,New York lawyer who served in the U.S. House of Representatives.,N/A,1850,N/A,N/A,N/A
Belo,Alfred Horatio,N/A,N/A,N/A,N/A,Memoirs,1904,N/A,N/A,Alfred Mudge & son,Boston,75 p,N/A,N/A,N/A,N/A,"After serving in the Confederate army, the author became a newspaper editor in Texas.",N/A,1893,1901,N/A,N/A
Bemelmens,Ludwig,N/A,N/A,N/A,N/A,Life class,1938,N/A,N/A,Viking,N.Y.,260 p,N/A,N/A,N/A,N/A,The popular humorist from Austria tells of his experiences while working in the restaurants of New York City.,N/A,1898,N/A,N/A,N/A
Bemelmans,Ludwig,N/A,N/A,N/A,N/A,My war with the United States,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1898,N/A,N/A,N/A
Benedict,Carl Peters,N/A,N/A,N/A,N/A,Tenderfoot kid on gyp water,1943,N/A,N/A,Texas folklore soc.,Austin,115 p,N/A,N/A,N/A,N/A,Texas cowboy.,N/A,N/A,N/A,N/A,N/A
Benedict,George,N/A,N/A,N/A,N/A,Christ finds a rabbi,1932,N/A,N/A,N/A,Phila.,399 p,N/A,N/A,N/A,N/A,A spiritual account by a rabbi who was converted to Christianity. Locale: the Middle Atlantic states.,N/A,1887,N/A,N/A,N/A
Benedict,Jennie Carter,N/A,N/A,N/A,N/A,The road to Dream Acre,1928,N/A,N/A,Standard printing co.,Louisville,115 p,N/A,N/A,N/A,N/A,Journalist in Kentucky who also was a caterer.,N/A,1860,N/A,N/A,N/A
Benedict,Mother,N/A,N/A,N/A,N/A,Woman’s work for woman,1892,N/A,N/A,Iowa pr. co.,Des Moines,223 p,N/A,N/A,N/A,N/A,"The author, who lived in Iowa, sought homes for “fallen” women.",N/A,N/A,N/A,N/A,N/A
Benham,W. E.,N/A,N/A,N/A,N/A,The life and writings of W. E. Benham,1882,N/A,N/A,N/A,"Meriden, Conn.",240 p,N/A,N/A,N/A,N/A,"Connecticut temperance worker, peddler of religious books and lay church worker.",N/A,1820,N/A,N/A,N/A
Benjamin,Samuel Green Wheeler,N/A,N/A,N/A,N/A,The life and adventures of a free lance,1914,N/A,N/A,Free press co.,"Burlington, Vt.",430 p,N/A,N/A,N/A,N/A,"Painter, writer on art, and diplomatic officer in Persia.",N/A,1837,1914,N/A,N/A
Bennett,Edwin Clark,N/A,N/A,N/A,N/A,"Musket and sword, or the camp, march and firing line in the army of the Potomac",1900,N/A,N/A,Coburn,Boston,337 p,N/A,N/A,N/A,N/A,As described by the title.,N/A,1840,N/A,N/A,N/A
Bennett,Estelline,N/A,N/A,N/A,N/A,Old Deadwood days,1928,N/A,N/A,J. H. Sears,N.Y.,300 p,N/A,N/A,N/A,N/A,A story of youth in a frontier mining town in South Dakota.,N/A,N/A,N/A,N/A,N/A
Bennett,Fred E.,N/A,N/A,N/A,N/A,"Fred Bennett, the Mormon detective; or adventures in the wild west",1887,N/A,N/A,Laird & Lee,Chicago,283 p,N/A,N/A,N/A,N/A,A brutal account of his search for polygamists.,N/A,N/A,N/A,N/A,N/A
Bennett,John Oscar,N/A,N/A,N/A,N/A,Ship ahoy,1913,N/A,N/A,Bennett,San Francisco,47 p,N/A,N/A,N/A,N/A,The author served in the U.S. Navy.,N/A,N/A,N/A,N/A,N/A
Bennett,William B.,N/A,N/A,N/A,N/A,Life story of a plain American,1914?,N/A,N/A,N/A,N/A,23 p,N/A,N/A,N/A,N/A,Editor and newspaper publisher in Wisconsin.,N/A,1839,N/A,N/A,N/A
Benneville,George de,N/A,N/A,N/A,N/A,Some remarkable passages,1890,N/A,N/A,Converse Cleves,"German¬ town, Pa.",55 p,N/A,N/A,N/A,N/A,Universalist clergyman who came to the U.S. because of persecution in France.,N/A,1703,1793,N/A,N/A
Benoist,Mary Hunt,N/A,N/A,N/A,N/A,Memories,1930,N/A,N/A,N.p.,N/A,46 p,N/A,N/A,N/A,N/A,A story of youth on a Missouri farm.,N/A,N/A,N/A,N/A,N/A
Benson,B. Ketcham,N/A,N/A,N/A,N/A,Who goes there?,1910,N/A,N/A,Macmillan,N.Y.,485 p,N/A,N/A,N/A,N/A,Spy for the Union army.,N/A,N/A,N/A,N/A,N/A
Benson,Ben,N/A,N/A,N/A,N/A,"500,000 miles without a dollar",1942,N/A,N/A,Hobo news,N.Y.,96 p,N/A,N/A,N/A,N/A,Hobo.,N/A,N/A,N/A,N/A,N/A
Benson,Henry Clar,N/A,N/A,N/A,N/A,Life among the Choctaw Indians,1860,N/A,N/A,Swormstedt & Poe,Cine.,314 p,N/A,N/A,N/A,N/A,By a Methodist clergyman.,N/A,1815,N/A,N/A,N/A
Benson,John,N/A,N/A,N/A,N/A,"A short account of the voyages, travels and adventures of John Benson; comprising seven voyages to different parts of the world",n.d.,N/A,N/A,John C. Benson,N.p.,120 p,N/A,N/A,N/A,N/A,Merchant sailor from Rhode Island.,N/A,1744,1818,N/A,N/A
Benson,Luther,N/A,N/A,N/A,N/A,Fifteen years in Hell,1877,N/A,N/A,Tilford & Carlon,Indianapolis,208 p,N/A,N/A,N/A,N/A,"Indiana lawyer, committed to asylum, tells of his alcoholism and temperance work.",N/A,N/A,N/A,N/A,N/A
Benson,N.P.,N/A,N/A,N/A,N/A,The log of the El Dorado,1915,N/A,N/A,Barry,San Francisco,66 p,N/A,N/A,N/A,N/A,Merchant mariner.,N/A,N/A,N/A,N/A,N/A
Benson,Samuel Benney,N/A,N/A,N/A,N/A,Up from a sod hut,1936,N/A,N/A,Zondervan pub. house,Grand Rapids,256 p,N/A,N/A,N/A,N/A,"Clergyman of the Dutch Reformed Church in New York, who served as a chaplain in the first World War.",N/A,1884,N/A,N/A,N/A
Bent,George Payne,N/A,N/A,N/A,N/A,"Tales of travel, life and love; an autobiography",1924,N/A,N/A,The Times-Mirror press,Los Angeles,362 p,N/A,N/A,N/A,N/A,Manufacturer of pianos.,N/A,1854,N/A,N/A,N/A
Benton,Jesse James,N/A,N/A,N/A,N/A,Cow by the tail,1943,N/A,N/A,Houghton Mifflin co.,Boston,225 p,N/A,N/A,N/A,N/A,Cowboy and pioneer life in Texas and Arizona.,N/A,N/A,N/A,N/A,N/A
Benton,Roger,N/A,N/A,N/A,N/A,Where do I go from here? The life story of a forger,1936,N/A,N/A,Lee Furman,N.Y.,314 p,N/A,N/A,N/A,N/A,As described by the title.,N/A,N/A,N/A,N/A,N/A
Benton,Thomas Hart,N/A,N/A,N/A,N/A,Autobiographical sketch,1866,N/A,N/A,N/A,N.Y.,N/A,N/A,N/A,N/A,N/A,"Lawyer, United States Senator from Missouri. The body of this book contains much autobiographical information.",N/A,1782,1858,N/A,N/A
Benton,Thomas Hart,N/A,N/A,N/A,N/A,An artist in America,1939,N/A,N/A,Halcyon house,N.Y.,276 p,N/A,N/A,N/A,N/A,Missouri painter.,N/A,1889,N/A,N/A,N/A
Bercovici,Konrad,N/A,N/A,N/A,N/A,It’s the gypsy in me,1941,N/A,N/A,Prentice-Hall,N.Y.,337 p,N/A,N/A,N/A,N/A,An immigrant from Rumania tells of his experiences in New York and of his literary efforts.,N/A,1882,N/A,N/A,N/A
Berdahl,Andrew J.,N/A,N/A,N/A,N/A,Autobiographies of Andrew J. and Erick J. Berdahl,N/A,N/A,N/A,N/A,No imprint,"29, 46 p",N/A,N/A,N/A,N/A,"Andrew Berdahl was a school teacher and farm laborer in Minn., who in 1872 took up a homestead in Dakota. He was born in Norway.",N/A,1848,N/A,N/A,N/A
Berdahl,Erick J.,N/A,N/A,N/A,N/A,Autobiographies of Andrew J. and Erick J. Berdahl,N/A,N/A,N/A,N/A,No imprint,"29, 46 p",N/A,N/A,N/A,N/A,"Railroad and farm laborer in Wisconsin and Iowa. He engaged also in lumbering in Wisconsin, beginning with 1872. He was born in Norway.",N/A,1850,N/A,N/A,N/A
Beresford,Walter S.,N/A,N/A,N/A,N/A,From wealth and happiness to misery and the penitentiary,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1857,N/A,N/A,N/A
Berger,Mrs. Mary Frances,N/A,N/A,N/A,N/A,In and out of Catholicism,1913,N/A,N/A,United Brethren pub. house,Dayton,77 p,N/A,N/A,N/A,N/A,The story of her conversion to the United Brethren faith.,N/A,N/A,N/A,N/A,N/A
Berkman,Alexander,N/A,N/A,N/A,N/A,Prison memoirs of an anarchist,1912,N/A,N/A,Mother Earth pub. co.,N.Y.,512 p,N/A,N/A,N/A,N/A,Life in prison by a radical reformer who was convicted of illegal activities during the Homestead strike.,N/A,1870,1936,N/A,N/A
Berkwitz,William Leonard,N/A,N/A,N/A,N/A,Reminiscences,1908,N/A,N/A,W. L. Berkwitz,N.Y.,50 p,N/A,N/A,N/A,N/A,Mail order merchant in New York.,N/A,N/A,N/A,N/A,N/A
Bernard,John,N/A,N/A,N/A,N/A,"Retrospections of America, 1797-1811",1887,N/A,N/A,Harper & brothers,N.Y.,380 p,N/A,N/A,N/A,N/A,"American experiences of the English actor and manager in New York, Philadelphia, and Boston.",N/A,1768,1828,N/A,N/A
Bernhardt,Sarah,N/A,N/A,N/A,N/A,Memories of my life,1907,N/A,N/A,D. Appleton,N.Y.,456 p,N/A,N/A,N/A,N/A,A French actress who played often in the U.S.,N/A,1844,1923,N/A,N/A
Bernheim,Isaac Wolfe,N/A,N/A,N/A,N/A,The closing chapters of a busy life,N/A,N/A,N/A,No imprint,N/A,123 p,N/A,N/A,N/A,N/A,A German born Jew in Kentucky who established a recreation area.,N/A,1848,N/A,N/A,N/A
Bernstein,Mrs. Aline (Frankau),N/A,N/A,N/A,N/A,An actor’s daughter,1941,N/A,N/A,Knopf,N.Y.,228 p,N/A,N/A,N/A,N/A,A novelist tells of her childhood in New York in the home of a Jewish actor.,N/A,1881,N/A,N/A,N/A
Berry,James Henderson,N/A,N/A,N/A,N/A,An autobiography,1913,N/A,N/A,Democrat printing co.,Bentonville,24 p,N/A,N/A,N/A,N/A,After serving in the Confederate army the author turned to law and politics. He was Governor of Arkansas and for 22 years he was a member of the U.S. Senate.,N/A,1841,1913,N/A,N/A
Berry,Thomas Franklin,N/A,N/A,N/A,N/A,Four years with Morgan and Forrest,1914,N/A,N/A,Harlow-Ratliff,Oklahoma City,476 p,N/A,N/A,N/A,N/A,Confederate cavalry officer.,N/A,1832,N/A,N/A,N/A
Bertram,Charles A.,N/A,N/A,N/A,N/A,Magician in many lands,1911,N/A,N/A,Dutton,N.Y.,315 p,N/A,N/A,N/A,N/A,English magician who toured the U.S.,N/A,N/A,N/A,N/A,N/A
Beston,Henry,N/A,N/A,N/A,N/A,A volunteer poilu,1916,N/A,N/A,Houghton Mifflin,Boston & N.Y.,217 p,N/A,N/A,N/A,N/A,American who served in the French army during the first World War.,N/A,1888,N/A,N/A,N/A
Betts,Frederick William,N/A,N/A,N/A,N/A,Forty fruitful years,1929,N/A,N/A,Murray press,Boston,384 p,N/A,N/A,N/A,N/A,"Clergyman of the Universalist faith who labored in New York, New Hampshire and Mass.",N/A,N/A,N/A,N/A,N/A
Betts,Isaac Smith,N/A,N/A,N/A,N/A,Chips from the log of a lifetime voyage,1943,N/A,N/A,N/A,Berkeley,190 p,N/A,N/A,N/A,N/A,"Banker, and executive officer of several large business firms.",N/A,1872,N/A,N/A,N/A
Sevens,W. E.,N/A,N/A,N/A,N/A,"Reminiscences of a private, Company G, First Arkansas regiment infantry",N/A,N/A,N/A,No imprint,N/A,58 p,N/A,N/A,N/A,N/A,In the Confederate army.,N/A,N/A,N/A,N/A,N/A
Bibb,Henry,N/A,N/A,N/A,N/A,Narrative,1849,N/A,N/A,N/A,N.Y.,204 p,N/A,N/A,N/A,N/A,Slave.,N/A,1815,N/A,N/A,N/A
Bickerdyke,Mrs. Mary Ann (Ball),N/A,N/A,N/A,N/A,"Mary A. Bickerdyke, “Mother”, written by Julia A. Chase",1896,N/A,N/A,Woman’s Relief corps,"Lawrence, Kan.",145 p,N/A,N/A,N/A,N/A,Nurse in the Union army who operated the “Home for the Friendless” in Kansas. Later she operated a hotel in the same state.,N/A,1817,N/A,N/A,N/A
Bicknell,Ernest Percy,N/A,N/A,N/A,N/A,Pioneering with the Red cross; recollections of an old Red crosser,1935,N/A,N/A,Macmillan,N.Y.,281 p,N/A,N/A,N/A,N/A,Indiana newspaper reporter who became an executive in the American Red Cross.,N/A,1862,1935,N/A,N/A
Bicknell,Ernest Percy,N/A,N/A,N/A,N/A,"In war’s wake, 1914-1915; the Rockefeller foundation and the American Red cross join in civilian relief",1936,N/A,N/A,American national Red cross,"Washington, D.C.",276 p,N/A,N/A,N/A,N/A,The experiences in Europe of an American Red Cross executive during the first World War.,N/A,1862,1935,N/A,N/A
Bicknell,Ernest Percy,N/A,N/A,N/A,N/A,"With the Red cross in Europe, 1917-1922",1938,N/A,N/A,The American national Red cross,"Washington, D.C.",500 p,N/A,N/A,N/A,N/A,Red Cross executive in Europe following the first World War.,N/A,1862,1935,N/A,N/A
Bierce,Ambrose Gwinett,N/A,N/A,N/A,N/A,"Bits of autobiography (In his, Collected works)",1909,N/A,N/A,The Baker & Taylor co.,N.Y.,"Vol. 1, p. 225-401",N/A,N/A,N/A,N/A,"Random recollections of war, travel, journalism.",N/A,1842,1914?,N/A,N/A
Bigelow,John,N/A,N/A,N/A,N/A,Retrospections of an active life,1909 —1913,N/A,N/A,The Baker & Taylor co.,N.Y.,5 vols.,N/A,N/A,N/A,N/A,"Journalist, historian, diplomat in France.",N/A,1817,1911,N/A,N/A
Bigelow,Mrs. L. Adda (Nichols),N/A,N/A,N/A,N/A,Reminiscences,1917,N/A,N/A,Denrich press,"Chula Vista, Calif.",N/A,N/A,N/A,N/A,N/A,"Teacher and saleslady in Tennessee, who later became a prolific poet in California and New York.",N/A,1849,N/A,N/A,N/A
Bigelow,Poultney,N/A,N/A,N/A,N/A,"Prussian memories, 1864 — 1914",1915,N/A,N/A,Putnam’s sons,N.Y.,197 p,N/A,N/A,N/A,N/A,An American journalist who was educated in Germany and worked there for many years prior to the first World War.,N/A,1855,N/A,N/A,N/A
Biddle,Charles,N/A,N/A,N/A,N/A,Autobiography,1883,N/A,N/A,E. Claxton,Phila.,423 p,N/A,N/A,N/A,N/A,Merchant sailor and Pennsylvania political figure.,N/A,1745,1821,N/A,N/A
Biddle,Ellen (McGowan),N/A,N/A,N/A,N/A,Recollections,1920,N/A,N/A,"Small, Maynard",Boston,80 p,N/A,N/A,N/A,N/A,The wandering childhood of the daughter of a naval officer and the early years of her marriage to an officer in the Union army.,N/A,1841,N/A,N/A,N/A
Biddle,Ellen (McGowan),N/A,N/A,N/A,N/A,Reminiscences of a soldier’s wife,1907,N/A,N/A,J. B. Lippincott,Phila.,256 p,N/A,N/A,N/A,N/A,The period covered is 1865 — 1900.,N/A,1841,N/A,N/A,N/A
Biddle,George,N/A,N/A,N/A,N/A,An American artist’s story,1939,N/A,N/A,"Little, Brown & co.",Boston,326 p,N/A,N/A,N/A,N/A,"Career of an American painter; youth in Pa., education at Groton School and Harvard; World War I; Tahiti; mural painting; Federal Art Project.",N/A,1885,N/A,N/A,N/A
Bigelow,Poultney,N/A,N/A,N/A,N/A,Seventy summers,1925,N/A,N/A,"Longmans, Green",N.Y.,2 vols,N/A,N/A,N/A,N/A,Journalist and world traveller; education in Germany; newspaper work and politics.,N/A,1855,N/A,N/A,N/A
Bidwell,Austin Biron,N/A,N/A,N/A,N/A,From Wall Street to Newgate,1895,N/A,N/A,Hartford,Bidwell,535 p,N/A,N/A,N/A,N/A,Swindler.,N/A,N/A,N/A,N/A,N/A
Biggar,J. H.,N/A,N/A,N/A,N/A,These eighty-one years,1935,N/A,N/A,Prairie press,Chicago,32 p,N/A,N/A,N/A,N/A,Farm laborer in Iowa and Nebraska in the seventies. Farmer in Dakota in the eighties. He emigrated from Canada.,N/A,1854,N/A,N/A,N/A
Biggs,Asa,N/A,N/A,N/A,N/A,Autobiography,1915,N/A,N/A,Edwards & Broughton,"Raleigh, N.C.",51 p,N/A,N/A,N/A,N/A,"North Carolina lawyer, Congressman, U.S. Senator and U.S. district judge.",N/A,1811,N/A,N/A,N/A
Bilbie,Edward Normanton,N/A,N/A,N/A,N/A,Experiences of a violinist at home and abroad,1921,N/A,N/A,Manchester pr. co.,Pittsburgh,77 p,N/A,N/A,N/A,N/A,"Violinist, music teacher in Pennsylvania.",N/A,1865,N/A,N/A,N/A
Billings,Mrs. Katharine (Fowler) Lunn,N/A,N/A,N/A,N/A,The gold missus; a woman prospector in Sierra Leone,1938,N/A,N/A,W. W. Norton,N.Y.,309 p,N/A,N/A,N/A,N/A,As described by the title.,N/A,1902,N/A,N/A,N/A
Bidwell,Benson,N/A,N/A,N/A,N/A,"Benson Bidwell, inventor...",1907,N/A,N/A,Henneberry press,Chicago,258 p,N/A,N/A,N/A,N/A,"Indiana lawyer who claimed that his inventions (trolley car, electric fan) were stolen.",N/A,1835,N/A,N/A,N/A
Bidwell,George,N/A,N/A,N/A,N/A,Forging his chains,1888,N/A,N/A,S. S. Scranton,Hartford,560 p,N/A,N/A,N/A,N/A,Forger who was sentenced to prison in England.,N/A,1837?,1899,N/A,N/A
Bidwell,John,N/A,N/A,N/A,N/A,"Addresses, reminiscences, etc. of General John Bidwell. Compiled by C. C. Royce",1907,N/A,N/A,N/A,"Chico, Calif.",113 leaves,N/A,N/A,N/A,N/A,The author tells of pioneer life in title.,N/A,1819,1900,N/A,N/A
Bingham,Anna E.,N/A,N/A,N/A,N/A,All in a lifetime,1942,N/A,N/A,Priv. pr.,"Hackensack, N.J.",354 p,N/A,N/A,N/A,N/A,Business executive and public relations man chiefly in the middle Atlantic region.,N/A,N/A,N/A,N/A,N/A
Bishop,Josiah Goodman,N/A,N/A,N/A,N/A,Autobiography,N/A,N/A,N/A,N/A,N/A,191 p.,N/A,N/A,N/A,N/A,"Clergyman in the Christian Church in Missouri, Iowa and New York.",N/A,1833,1922,N/A,N/A
Bishop,Sereno Edwards,N/A,N/A,N/A,N/A,Reminiscences of old Hawaii,1916,N/A,N/A,Hawaiian gazette co.,Honolulu,64 p,N/A,N/A,N/A,N/A,N/A,N/A,1827,1909,N/A,N/A
Bingham,Hiram,N/A,N/A,N/A,N/A,Years of his life,N/A,N/A,N/A,Yale univ. press,New Haven,N/A,N/A,N/A,N/A,N/A,An explorer in the air service.,N/A,1875,N/A,N/A,N/A
Bispham,David Scull,N/A,N/A,N/A,N/A,A Quaker singer’s recollections,1921,N/A,N/A,Macmillan,N.Y.,401 p,N/A,N/A,N/A,N/A,By an opera singer.,N/A,1857,1921,N/A,N/A
Bittle,Celestine Nicholas Charles,N/A,N/A,N/A,N/A,Soldiering for cross and flag; impressions of a war chaplain,1929,N/A,N/A,Bruce,Milwaukee,331 p,N/A,N/A,N/A,N/A,Catholic priest who served as chaplain in France during the first World War.,N/A,1884,N/A,N/A,N/A
Bivins,David Francis,N/A,N/A,N/A,N/A,Sketch of the life of David Francis Bivins who murdered...,1865,N/A,N/A,N/A,"Adrian, Mich.",40 p,N/A,N/A,N/A,N/A,As described by the title.,N/A,1842,N/A,N/A,N/A
Binns,John,N/A,N/A,N/A,N/A,Recollections of the life of John Binns: twenty-nine years in Europe and fifty-three in the United States,1854,N/A,N/A,Printed and for sale by the author,Phila.,349 p,N/A,N/A,N/A,N/A,"Journalist and Democratic politician in Northumberland, Pa., and Philadelphia, who came to America in 1801 after a career as an English radical.",N/A,1772,1860,N/A,N/A
Birch,Chess,N/A,N/A,N/A,N/A,Memoirs,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Reminiscences of Chess Birch, the musical evangelist.",N/A,N/A,N/A,N/A,N/A
Bivins,Viola (Cobb),N/A,N/A,N/A,N/A,Memoirs,1891,N/A,N/A,Standard pr. co.,"Hannibal, Mo.",70 p,N/A,N/A,N/A,N/A,"Wife of sawmill operator, YMCA worker in Missouri, evangelist in Louisiana and Alabama.",N/A,1863,N/A,N/A,N/A
Bixby,Sarah,N/A,N/A,N/A,N/A,"See Smith, Mrs. Sarah Hathaway (Bixby)",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Bird,Hiram Thornton,N/A,N/A,N/A,N/A,Memories of the Civil war,N/A,N/A,N/A,N/A,N/A,67 p,N/A,N/A,N/A,N/A,In an Iowa regiment.,N/A,N/A,N/A,N/A,N/A
Black,A. P.,N/A,N/A,N/A,N/A,The end of the longhorn trail,N.D.,N/A,N/A,Selfridge journal,"Selfridge, N.D.",59 p,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Birdwell,Russell,N/A,N/A,N/A,N/A,Ringing doorbells,N/A,N/A,N/A,Julian Messner,N.Y.,N/A,N/A,N/A,N/A,N/A,Cowboy in Texas.,N/A,N/A,N/A,N/A,N/A
Black,Alexander,N/A,N/A,N/A,N/A,Time and chance; adventures with people and print,1939,N/A,N/A,Farrar & Rinehart,N.Y.,253 p,N/A,N/A,N/A,N/A,Recollections of a newspaper reporter.,N/A,1859,1940,N/A,N/A
Birks,Richard Elliott,N/A,N/A,N/A,N/A,The story of my life,1923,N/A,N/A,P# by J. Harwood,Derby,168 p,N/A,N/A,N/A,N/A,New York newspaper man and novelist.,N/A,1846,N/A,N/A,N/A
Black,Jack,N/A,N/A,N/A,N/A,The big break at Folsom.. with a sequel by the same author out of prison,1903?,N/A,N/A,The Bulletin,San Francisco,71 p,N/A,N/A,N/A,N/A,"The story of his early career as a thief, and of his unsuccessful attempt to escape from Folsom.",N/A,N/A,N/A,N/A,N/A
Black,Jack,N/A,N/A,N/A,N/A,You can’t win,1927,N/A,N/A,Macmillan,N.Y.,394 p,N/A,N/A,N/A,N/A,Story of crime and prison life.,N/A,N/A,N/A,N/A,N/A
Bishop,Joseph,N/A,N/A,N/A,N/A,The life of...the celebrated old pioneer in the first settlements of middle Tennessee,N/A,N/A,N/A,The author,Nashville,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1770,N/A,N/A,N/A
Black,Jennie (Prince),N/A,N/A,N/A,N/A,I remember,1938,N/A,N/A,N.p.,N/A,112 p,N/A,N/A,N/A,N/A,A story of childhood and of married life in New York City.,N/A,N/A,N/A,N/A,N/A
