author1_last_name,author1_first_name,author2_last_name,author2_first_name,editor1_last_name,editor1_first_name,title,original_date_of_publication,second_or_later_date_of_publication,volume,publisher,publisher_location,number_of_pages,dictation,name_of_transcriber,translation,name_of_translator,summary,occupations,date_of_birth,date_of_death,place_of_birth,other_places_lived
COMPTON,"Fay (Virginia C., Mackenzie)",N/A,N/A,N/A,N/A,Rosemary,1926,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Education; career in the theatre; musical comedies; Shakespeare; theatrical scene; anecdotes of plays and players.,Theatre Artist,N/A,N/A,N/A,N/A
COMPTON-RICKETT,Arthur,N/A,N/A,N/A,N/A,I Look Back,1933,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Cambridge; career as journalist, novelist, lecturer; Fleet Street and politics; theatre; literature; and his psychic experiences.",Journalist; Novelist; Lecturer,N/A,N/A,N/A,N/A
COMYN,David Charles Edward ffrench,N/A,N/A,N/A,N/A,Service and Sport in the Sudan,1911,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,With the Camel Corps; administration; policing; pioneer life; racial difficulties; hunting.,N/A,N/A,N/A,N/A,N/A
COMYNS-CARR,Mrs. Joseph (Alice Vansittart),N/A,N/A,N/A,N/A,Reminiscences,1926,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Childhood in Italy; stage designing; costuming; theatre; eminent actors and writers; social, theatrical and literary life in London under Victoria.",N/A,N/A,N/A,N/A,N/A
COMYNS-CARR,Joseph William,N/A,N/A,N/A,N/A,Same Eminent Victorians,1908,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"His work in literary journalism and at bar; criticism of art; reminiscences of Victorian painters, poets, actors.",Literary Journalist; Barrister,N/A,N/A,N/A,N/A
ANON,N/A,N/A,N/A,N/A,N/A,Confessions of a Convert from Baptism in Water,1845,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Early doubts and argument about complete immersion and adoption of paedo-baptism.,N/A,N/A,N/A,N/A,N/A
ANON,N/A,N/A,N/A,N/A,N/A,Confessions of a Dancing Girl,1913,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"London life; poverty; apprentice to acrobat; continental tours and change to dancing; travels, misfortune and recovery.",Dancer,N/A,N/A,N/A,N/A
ANON,N/A,N/A,N/A,N/A,N/A,Confessions of a Medium,1882,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Experiences in spiritualism; development as medium; fellow-practitioners; exposé of frauds.,Medium,N/A,N/A,N/A,N/A
ANON,N/A,N/A,N/A,N/A,N/A,Young Lady,1859,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Disingenuous girl's confessions of a too generous marriage to spendthrift; ruin, family estrangements, later bereavement and her remorse in old age; 'Esther Lawne'; living in India and Rockies.",N/A,N/A,N/A,N/A,N/A
COLLYER,Margaret,N/A,N/A,N/A,N/A,Life of an Artist,1935,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Woman artist's career; study in Germany and Royal Academy School; country interests; uncanny experiences; life in East Africa.,Artist,N/A,N/A,N/A,N/A
COLMAN,George,N/A,N/A,N/A,N/A,Some Particulars of the Life,1795,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Brief autobiography of the elder Colman; his theatrical & playwriting career; misfortunes with patrons; Covent Garden.,Playwright,N/A,N/A,N/A,N/A
COIMAN,George,N/A,N/A,N/A,N/A,Random Records,1830,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Life of Colman the younger; Oxford social life; London; his beginnings in the theatre; literary life and entertainments; his plays; tours, Scotland and English watering-places.",Playwright; Theatre Artist,N/A,N/A,N/A,N/A
COLOMB,Philip Howard (Capt.),N/A,N/A,N/A,N/A,Slave- Catching in the Indian Ocean,1873,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Adventures of a naval officer; chasing slavers in Indian Ocean; Zanzibar; and native customs.,Captain; naval officer,N/A,N/A,N/A,N/A
COLQUEOU¥,Archibald Ross,N/A,N/A,N/A,N/A,Dan to Bersheba,1908,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Life in India, Burma and Sian from '30's; administration in South Africa; Rhodes; work in Central America.",N/A,N/A,N/A,N/A,N/A
COLQUHOUR,"James A, S. (Maj.)",N/A,N/A,N/A,N/A,"With the Kurram Field Force (Journal, 1878-1879)",1881,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Service in the Afghanistan expedition; military details.,Major; military,N/A,N/A,N/A,N/A
COLSON,Percy,N/A,N/A,N/A,N/A,What If The; I Hope They Won't Mind Do Mind; Of an Era; Anra; The those easy age Unear Close 3 Years,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"A journalist's reminiscences of events and people; music and musicians, writers, actors, the social scene in London; life in W.W.I and the interwar years; a somewhat malicious record.",Journalist,N/A,N/A,N/A,N/A
COLUM,Mary Gunning (Maguire) (Mrs. Padraic Colum),N/A,N/A,N/A,N/A,Life and the Dream,1947,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Childhood convent school; college in Dublin; Irish literary revival; Abbey Theatre; Yeats, Joyce, Synge and other writers; politics; the Irish rebellion; American literary scene and writers; humorous; critical.",N/A,N/A,N/A,N/A,N/A
COMBE,C. (Lieut.),N/A,N/A,N/A,N/A,"Journal, 1857-59",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Service with QV Light Cavalry in the Indian Mutiny.,Lieutenant; military,N/A,N/A,N/A,N/A
CONRAD,Joseph,N/A,N/A,N/A,N/A,Some Reminiscences,1912,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Novelist's reminiscences of his life in Poland; how he joined English merchant service and experiences at sea; his artistic compulsions, his universe and his writing; odd people and good stories, but reticent.",Novelist,N/A,N/A,N/A,N/A
CONRAN,Henry Mascall (Major),N/A,N/A,N/A,N/A,Autobiography,1870,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Early religious life and military career in India, 1832 to 1855; missionary work in India; Hindu religion and customs.",Major; military,N/A,N/A,N/A,N/A
CONSTANDUROS,Mabel,N/A,N/A,N/A,N/A,Shreds and Patches,1947,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Monologuist's career and success in music halls and radio; domestic comedy; her experiences with the BBC at Savoy Hill.,Monologuist,N/A,N/A,N/A,N/A
CONSTANTINE,Learie,N/A,N/A,N/A,N/A,Cricket & I,1933,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Career of the great West Indian all-rounder; Trinidad, West Indies, Lancashire League, Test games; games, players, anecdotes.",Cricketer,N/A,N/A,N/A,N/A
ANON,N/A,N/A,N/A,N/A,N/A,Consule Planco,1909,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pleasant reminiscences of schooldays; Eton in mid-19th Century.,N/A,N/A,N/A,N/A,N/A
CONWAY,"James (J.C, Walter)",N/A,N/A,N/A,N/A,Reflections of Sport,1902,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Fishing, deer and otter hunting & shooting in North of England, Scotland, Ceylon.",N/A,N/A,N/A,N/A,N/A
CONWAY OF ALLINGTON,"William Martin C, (Baron)",N/A,N/A,N/A,N/A,Life; A Pilgrim's Quest,1932,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Episodes in a Varied Education, Repton and Cambridge; his sporting life; mountaineering, winter sports, Alpine exploration, collecting and art history; philosophy; spiritual life; man and nature; and his questing.",Baron,N/A,N/A,N/A,N/A
CONYBEARE,Crawford J.M.,N/A,N/A,N/A,N/A,Naval Reminiscences,1930,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,His naval career; 1868-91; voyages; Soudan campaign; on Arctic expeditions; admiral.,Admiral; naval officer,N/A,N/A,N/A,N/A
ANON,N/A,N/A,N/A,N/A,N/A,Confessions of a Woman,1893,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"'Mrs. Ashton Harcourt'; passion, art and love; marriage and misery; escape to Paris and devotion to painting; her emotional upsets; fiction?",N/A,N/A,N/A,N/A,N/A
ANON,N/A,N/A,N/A,N/A,N/A,Confessions of an Author,1904,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Introduction of profession; criticisms; needed reforms.,N/A,N/A,N/A,N/A,N/A
ANON,N/A,N/A,N/A,N/A,N/A,Confessions of an English Hash-Eater,1884,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Experiences of drug addiction; growth of habit; reactions and fantasies.,N/A,N/A,N/A,N/A,N/A
ANON,N/A,N/A,N/A,N/A,N/A,Confessions of an Unbeliever,1932,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Protestant background; drifts away from religion; philosophy; need for Humanitarian Duty.,N/A,N/A,N/A,N/A,N/A
ANON,N/A,N/A,N/A,N/A,N/A,Confessions of an Unexecuted Femicide,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Early life in Stirling; moral depravity; murder of fiancée; trial and acquittal; posthumous confession.,N/A,N/A,N/A,N/A,N/A
CONNELL,J.,N/A,N/A,N/A,N/A,Confessions of a Poacher,1901,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Sporting life, poaching, country life in late 19th Century; fragmentary; disguised names.",N/A,N/A,N/A,N/A,N/A
CONNER,Rearden,N/A,N/A,N/A,N/A,Plain Tale from the Bogs,1937,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Dublin childhood; nationalism in Ireland; IRA, Collins and De Valera; rioting; life in England as a landscape and Jobbing gardener.",N/A,N/A,N/A,N/A,N/A
CONNOLLY,Jane,N/A,N/A,N/A,N/A,Old Days and Wa,1912,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Life and politics in Ireland; West Meath; rebellion of 1898; with her father, and naval chaplain, in Woolwich Irish folk-lore.",N/A,N/A,N/A,N/A,N/A
CONOLLY,Arthur,N/A,N/A,N/A,N/A,"Diary, 1841-42",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,A soldier's experiences in Afghanistan; imprisonment at Bokhara; later executed.,N/A,N/A,N/A,N/A,N/A
CONQUEST,Joan,N/A,N/A,N/A,N/A,Strange Beds,1937,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Childhood; novelist's travels and adventures.,Novelist,N/A,N/A,N/A,N/A
CONYBEARE,William Daniel,N/A,N/A,N/A,N/A,Letters and Exercises,1905,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Contains autobiographical fragment; Westminster and Oxford; reading; literary and antiquarian interests; pleasant nostalgia for his youth.,N/A,N/A,N/A,N/A,N/A
CONYERS,Dorothea,N/A,N/A,N/A,N/A,Recollections,1920,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Childhood and family life in County Clare; Irish peasants; foxhunting in Ireland.,N/A,N/A,N/A,N/A,N/A
CONYERS-KEYNES,Stephen,N/A,N/A,N/A,N/A,White Map in Thailand,1951,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Uninspired reminiscences of the life and work of a businessman in Siam.,Businessman,N/A,N/A,N/A,N/A
COOK,Sir Albert Rusiin,N/A,N/A,N/A,N/A,Uganda Memories,1945,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,His 45 years in Uganda; work as medical missionary; tropical diseases; hospitals; native life; Sudanese War and WWI; sport and social life.,Sir; medical missionary,N/A,N/A,N/A,N/A
COOK,Ann,N/A,N/A,Burnet,R.,Cook and Friend,1936,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Narrative of her experiences as a cook and housekeeper on country estate; an amusing record of 18th Century.,Cook; housekeeper,N/A,N/A,N/A,N/A
COOK,Sir Theodore Andrea,N/A,N/A,N/A,N/A,Sunlit Hours; Sweet Hours,1925,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"His schooldays; country life, sport, natural history; work in journalism; St. James Gazette, Telegraph; ed. of The Field; travels in England & USA.",Sir; journalist,N/A,N/A,N/A,N/A
COOKE,Bella,N/A,N/A,N/A,N/A,Rifted Clouds,1886,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Autobiography and diary of a Yorkshire Methodist; marriage and family; misfortunes in business; emigration, New York in 1847; hard times and afflictions; religious work.",Methodist,N/A,N/A,N/A,N/A
COOKE,Charles W. R.,N/A,N/A,N/A,N/A,Four Years in Parliament,1890,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Work and observation of a conservative member; a backbencher's criticisms; essays.,Member of Parliament,N/A,N/A,N/A,N/A
COOKE,Edward Douglas Montague Hunter,N/A,N/A,N/A,N/A,With the Guns,1935,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"His experiences with the artillery in France and Palestine, WW1; education, Eton; London social life in the 90's; army career in artillery; Egypt, India and WW1; Germany after the war; art and social life; WW1 service in France and Palestine; capture Jerusalem.",Artillery; Education; Army career,N/A,N/A,N/A,N/A
COOKE,John Henry (Capt. Sir),N/A,N/A,N/A,N/A,Memoirs,1831,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,A Narrative of years service with Wellington in Peninsular War; mostly historical; plans in the war of 1812; battle of New Orleans.,Captain; Military Service,N/A,N/A,N/A,N/A
COOKE,Sophia Sutton,N/A,N/A,N/A,N/A,Memoirs,1829,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Moral wanderings; Jamaican married in London to young officer; ups and downs a la Becky Sharp; picaresque and entertaining.,N/A,N/A,N/A,N/A,N/A
COOMBES,Bert Lewis,N/A,N/A,N/A,N/A,These Poor Hands,1939,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Life and observations while coalminer in South Wales; effects of WW1 and the depression; unemployment, strikes and 1926 stoppage; condition of mine and miners and the improvements in mining methods.",Miner; Coalminer,N/A,N/A,N/A,N/A
COMBS,J.,N/A,N/A,N/A,N/A,Recollections,1889,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Medical studies in 30's, practice in Bedford; county social life & sport; local politics; work as alderman of Bedford.",Doctor; Alderman,N/A,N/A,N/A,N/A
COOPE,William Jesser (Col.),N/A,N/A,N/A,N/A,Prisoner of War,1878,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,His service as mercenary in Imperial Ottoman Gendarmerie; imprisonment in Russia.,Colonel; Mercenary,N/A,N/A,N/A,N/A
COOPER,Adolphe R.,N/A,N/A,N/A,N/A,The Man Who Liked Hell,1933,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Twelve years as sergeant in French Foreign Legion; service WW1; hard living and fighting in Africa and Dardanelles.,Sergeant; Military Service,N/A,N/A,N/A,N/A
COOPER,Arthur Nevile,N/A,N/A,N/A,N/A,Round the Home of a Yorkshire Parson,1904,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,His pastorates; anecdotes; rambles; Yorkshire life.,Parson; Clergy,N/A,N/A,N/A,N/A
COOPER,Charles Alfred,N/A,N/A,N/A,N/A,Editor's Retrospect,1896,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"His fifty years as a journalist; Scottish affairs; editor of The Scotsman; politics, Reform, and Home Rule; publishing; celebrities; Thackeray.",Journalist; Editor,N/A,N/A,N/A,N/A
COOPER,Charles W.,N/A,N/A,N/A,N/A,Town and Country,1937,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Footman's forty years service with aristocracy; Kensington Palace, royal yacht, German Embassy; Princess Louise and other royalty.",Footman; Servant,N/A,N/A,N/A,N/A
COOPER,Ernest Read,N/A,N/A,N/A,N/A,Nineteen Hundred and War Time,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Town clerk, harbour manager; Southwold; major in the Suffolk Volunteers; home defence WW1.",Town Clerk; Major,N/A,N/A,N/A,N/A
COOPER,George Hemry,N/A,N/A,N/A,N/A,Homely reminiscences of a reporter,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Experiences in industrial and factory circles; West Riding; social; political.,Reporter,N/A,N/A,N/A,N/A
COOPER,Gladys,N/A,N/A,N/A,N/A,Gladys Cooper,1931,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Her career as an actress; roles, writers, actors; society life & fashions; anecdotes.",Actress,N/A,N/A,N/A,N/A
COOPER,Herbert Noel,N/A,N/A,N/A,N/A,Fifteen Years a Store Detective,1940,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"His work as detective in big department stores and experiences with shoplifters, staff & managers; visit to USA.",Store Detective,N/A,N/A,N/A,N/A
COOPER,John Spencer (Sergt.),N/A,N/A,N/A,N/A,Rough,1869,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Service with Royal Fusiliers in Peninsular War and the War of 1812.,Sergeant; Military Service,N/A,N/A,N/A,N/A
COOPER,Margaret,N/A,N/A,N/A,N/A,Myself and My Piano,1909,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Life and work of popular musician and singer; concerts in London; Palace Theatre, etc.",Musician; Singer,N/A,N/A,N/A,N/A
COOPER,Thomas,N/A,N/A,N/A,N/A,Life,1672,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Shoemaker, schoolmaster, Methodist, lecturer, journalist & Chartist; working-class life; his activities in Chartist movement; journalism in Leicester: an important record.",Shoemaker; Schoolmaster; Journalist,N/A,N/A,N/A,N/A
COPER,Thomas Sidney,N/A,N/A,N/A,N/A,My Life,1890,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Early days in Canterbury; his work as coachbuilder; theatrical scene painter at Canterbury; study at Royal Academy and in Brussels; career as a painter; exhibitions; clubs; literary, social & artistic life; anecdotes.",Coachbuilder; Painter,N/A,N/A,N/A,N/A
COUPLAND,R. M.,N/A,N/A,N/A,N/A,A Lady's Escape from Gwalior,1859,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Life of the widow of an army chaplain in India, 1856-58; & her experiences at Agra during Mutiny; escape.",N/A,N/A,N/A,N/A,N/A
COOTE,Howard,N/A,N/A,N/A,N/A,While I Remember,1937,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Family life in Cambridgeshire and South coast resorts; nonconformity and middle class life; Rugby; farming in Fen country; business at St. Ives; Lord Lieut. Hunts; Liberalism.,Businessman; Farmer,N/A,N/A,N/A,N/A
COPE,Charles West,N/A,N/A,N/A,N/A,Reminiscences by C. H. Cope,1891,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Autobiography, 1811-82; art study in Italy; painting sitters, society life in London; Victorian painters; art in USA.",Artist,N/A,N/A,N/A,N/A
COPE,Joan Penelope,N/A,N/A,N/A,N/A,N/A,1938,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Twelve year old's life in village in N.Hants.; mummers' play; and her views on adult world; pleasant.,N/A,N/A,N/A,N/A,N/A
COPE,Richard,N/A,N/A,N/A,N/A,Autobiography,1857,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Religious life and work as minister in Cornish parishes; travel USA.,Minister,N/A,N/A,N/A,N/A
COPE,William,N/A,N/A,N/A,N/A,A Faithful and Particular Account,1830,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,The conversion and religious life of Methodist; Birmingham.,Methodist,N/A,N/A,N/A,N/A
COPEMAN,Fred,N/A,N/A,N/A,N/A,Reason in Revolt,1948,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Childhood poverty; orphanage; left-wing political activities; Inver-gordon Mutiny; unemployment in London in 30's; Spanish Civil War; renunciation of Communist Party and conversion to Catholicism; interesting.,N/A,N/A,N/A,N/A,N/A
CORAGGIOS,Cagliardo,N/A,N/A,N/A,N/A,Wandering Minstrel,1938,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Italian boyhood; begging musician in England; adopted by Yorkshire fishmongers; success as restaurant keeper; bankruptcy; business success in Edinburgh.,Musician; Restaurant Keeper,N/A,N/A,N/A,N/A
CORBALLIS,James Henry,N/A,N/A,N/A,N/A,Forty-Five Years,1891,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Sporting life and anecdotes; riding, shooting, deerstalking, falconry, fishing, etc.",Sportsman,N/A,N/A,N/A,N/A
CORBETT,Clare,N/A,N/A,N/A,N/A,Ha,1931,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Childhood and youth pre-WW1; farming and social in Wilts; fox and stag hunting.,N/A,N/A,N/A,N/A,N/A
COREETT,Vincent Edwin (Sir),N/A,N/A,N/A,N/A,Reminiscences,1927,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Diplomatic career from 1884; Berlin, Hague, Rome, Turkey and Greece; public affairs and diplomatic commentary; courts; social.",Diplomat,N/A,N/A,N/A,N/A
CORCORAN,Austin P. (Capt.),N/A,N/A,N/A,N/A,The Devil of the Army,1919,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Experiences WW1; 'buzzer', motor cycle despatch rider, wireless operator.",Captain; Military Service,N/A,N/A,N/A,N/A
COREY,Winifred (Graham),N/A,N/A,N/A,N/A,That Reminds Me,1945,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Discursive reminiscences of a grande raconteuse; her social life; literary career; friends travels; anti-Mormon campaign; notes on celebrities; anecdotes.,Writer,N/A,N/A,N/A,N/A
CORFIELD,Mary,N/A,N/A,N/A,N/A,Some Memories of a Scottish Woman,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Old shipping family in Glasgow; shipping and yachting before WW1; social life.,N/A,N/A,N/A,N/A,N/A
CORK,"Richard Boyle, first Earl of",N/A,N/A,Grosart,A. B.,Lismore Papers,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Chronicle of public affairs family matters, business of estates in Ireland, social matters; partly diary and correspondence.",N/A,N/A,N/A,N/A,N/A
CORK AND ORRERY,"William Henry Dudley Boyle, Earl of",N/A,N/A,N/A,N/A,My Naval Life,1942,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Naval career of admiral, from the 80's; naval history; activities in WW1.",Admiral; Naval Service,N/A,N/A,N/A,N/A
CORKRAN,Henriette,N/A,N/A,N/A,N/A,N/A,1904,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Artistic, political life in England & France, 1850-1900; Thackeray, Disraeli Samuel Butler, Millais, Whiteing etc.; gossip, anecdotes.",N/A,N/A,N/A,N/A,N/A
CORNFORD,Philip Henry,N/A,N/A,N/A,N/A,ssiol Reminiscences,1856,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,A Baptist's mission work in Jamaica; slavery and emancipation.,Baptist missionary,N/A,N/A,N/A,N/A
CORNISH,George W.,N/A,N/A,N/A,N/A,Cornish of the Yard,1935,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Police work from 1695; a superintendent at Scotland Yard; famous crimes in London.,Police superintendent,N/A,N/A,N/A,N/A
CORNISH,James George,N/A,N/A,N/A,N/A,Reminiscences of Country Life,1939,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vicarage youth; tutor; his own parishes in Berks and retirement to Devon; pleasant memories of village life.,Vicar; Tutor,N/A,N/A,N/A,N/A
CORNWALLIS,Kinahan,N/A,N/A,N/A,N/A,Adventures,1860,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Picaresque adventures of Irish lawyer's son in some remoter parts of the world; medicine, lions, love affairs; fiction?",Irish lawyer,N/A,N/A,N/A,N/A
CORNWALLIS-WEST,George F. M.,N/A,N/A,N/A,N/A,N/A,1932,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Military service Boer War and WWI; social life, sports, especially trout and salmon fishing; society.",Military,N/A,N/A,N/A,N/A
CORRI,Eugene,N/A,N/A,N/A,N/A,Thirty Years a Boxing Referee,1915,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,His life as boxing referee; reminiscences of boxing and fights in London.,Boxing referee,N/A,N/A,N/A,N/A
CORRIE,Right Rev. Daniel,N/A,N/A,N/A,N/A,Memoirs,1847,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Religious diary; missionary work in India; Cawnpore, Calcutta, Madras; diocesan work and administration as Bishop of Madras.",Bishop; Missionary,N/A,N/A,N/A,N/A
CORRIGAN,Andrew J.,N/A,N/A,N/A,N/A,A Printer,1944,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,His life and craft in Dublin; printing and its development; work at the Cuala Press; Irish literary world.,Printer,N/A,N/A,N/A,N/A
COSBY,Lt. Col. Henry A. M.,N/A,N/A,N/A,N/A,Military Journal,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Military service in East India Company's forces; campaigns in the Carnatic; Pondicherry; a rather impersonal record.,Lt. Colonel; Military,N/A,N/A,N/A,N/A
COSBY,Pole,N/A,N/A,N/A,N/A,Autobiography,1906,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Of Irish country life, family affairs, visits to England.",N/A,N/A,N/A,N/A,N/A
